STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_env,Environment indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),AT,Austria,2016,,64518,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),AT,Austria,2017,,66666,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),AT,Austria,2018,,64285,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),AT,Austria,2019,,64973,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),AT,Austria,2020,,64690,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),AT,Austria,2021,,71734,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),AT,Austria,2022,,65022,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),AT,Austria,2023,,65849,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2005,,58868,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2006,,59151,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2007,,59412,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2008,,57630,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2009,,56680,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2010,,60737,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2011,,62612,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2012,,64760,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2013,,63672,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2014,,60097,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2015,,62511,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2016,,61608,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2017,,62711,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2018,,64180,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2019,,62497,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2020,,65053,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2021,,70371,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2022,,61965,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BE,Belgium,2023,,61760,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2005,,111928,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2006,,106082,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2007,,103122,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2008,,99188,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2009,,98397,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2010,,99982,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2011,,102240,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2012,,101924,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2013,,100759,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2014,,98388,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2015,,98645,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2016,,102500,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2017,,103685,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2018,,102997,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2019,,105923,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2020,,101818,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2021,,102385,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2022,,94319,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),BG,Bulgaria,2023,,95233,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2005,,6982,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2006,,7094,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2007,,7214,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2008,,8913,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2009,,8451,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2010,,7963,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2011,,7850,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2012,,7884,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2013,,7979,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2014,,8366,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2015,,9469,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2016,,10585,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2017,,11376,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2018,,12715,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2019,,13175,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2020,,12483,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2021,,13514,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2022,,13464,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CY,Cyprus,2023,,13849,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2005,,140412,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2006,,142051,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2007,,126970,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2008,,128024,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2009,,128222,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2010,,128311,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2011,,131689,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2012,,133757,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2013,,131443,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2014,,129225,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2015,,130442,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2016,,132914,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2017,,132856,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2018,,134088,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2019,,136915,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2020,,137525,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2021,,153934,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2022,,137340,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),CZ,Czechia,2023,,137827,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2005,,501970,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2006,,519245,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2007,,536997,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2008,,506603,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2009,,564332,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2010,,600447,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2011,,613150,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2012,,622772,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2013,,618006,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2014,,663195,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2015,,659994,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2016,,688744,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2017,,713449,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2018,,757319,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2019,,764026,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2020,,746870,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2021,,783930,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2022,,731414,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DE,Germany,2023,,771814,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2005,,41224,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2006,,40910,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2007,,44497,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2008,,49254,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2009,,38183,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2010,,37897,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2011,,40583,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2012,,40509,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2013,,39576,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2014,,43350,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2015,,43678,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2016,,41558,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2017,,42932,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2018,,44698,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2019,,44467,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2020,,44584,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2021,,47132,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2022,,42049,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),DK,Denmark,2023,,41556,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2005,,15992,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2006,,14678,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2007,,15202,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2008,,17412,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2009,,16279,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2010,,17540,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2011,,16706,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2012,,18351,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2013,,19454,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2014,,20473,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2015,,21093,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2016,,20034,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2017,,21664,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2018,,24783,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2019,,25189,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2020,,23835,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),EE,Estonia,2021,,27113,,,,,
