STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,waste,Waste categories,wst_oper,Waste management operations,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2007,,19.18,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2008,,21.11,,e,estimated,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2009,,19.48,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2010,,19.03,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2011,,17.85,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2012,,17.62,,e,estimated,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2013,,18.25,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2014,,18.56,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2015,,18.99,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2016,,19.34,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2017,,20.47,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2018,,19.97,,e,estimated,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2019,,20.63,,e,estimated,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2020,,20.28,,e,estimated,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2021,,22.89,,be,"break in time series, estimated",,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2022,,23.97,,be,"break in time series, estimated",,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2003,,16.94,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2004,,17.37,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2005,,20.25,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2006,,19.93,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2007,,21.08,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2008,,20.82,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2009,,19.99,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2010,,20.01,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2011,,19.95,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2012,,20.14,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2013,,20.46,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2014,,20.79,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2015,,23.45,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2016,,22.42,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2017,,23.59,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2018,,25.16,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2019,,24.76,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2020,,24.72,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2021,,27.1,,d,definition differs (see metadata),,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2022,,26.05,,b,break in time series,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2000,,21.78,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2001,,22.95,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2002,,25.13,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2003,,25.09,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2004,,27.33,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2005,,28.71,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2006,,31.46,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2007,,32.14,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2008,,33.28,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2009,,32,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2010,,32.9,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2011,,34.58,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2012,,35.27,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2013,,35.63,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2014,,36.37,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2015,,37.36,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2016,,37.62,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2017,,38.53,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2018,,39.03,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2019,,39.11,,b,break in time series,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2020,,39.71,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2021,,41.09,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2022,,39.49,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2000,,29.44,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2001,,28.02,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2002,,29.25,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2003,,28.71,,,,,
dataflow,ESTAT:CEI_PC050(1.0),Generation of plastic packaging waste per capita,A,Annual,W150102,Plastic packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2004,,32.25,,,,,
