STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_env,Environment indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BE,Belgium,2014,,7008,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BE,Belgium,2015,,7165,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BE,Belgium,2016,,7889,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BE,Belgium,2017,,8187,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BE,Belgium,2018,,7636,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BE,Belgium,2019,,8534,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BE,Belgium,2020,,8605,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BE,Belgium,2021,,9061,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BE,Belgium,2022,,8721,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BE,Belgium,2023,,8918,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2005,,333,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2006,,361,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2007,,398,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2008,,623,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2009,,463,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2010,,552,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2011,,581,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2012,,589,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2013,,589,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2014,,662,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2015,,727,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2016,,742,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2017,,894,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2018,,911,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2019,,1031,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2020,,1034,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2021,,1055,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2022,,1052,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,BG,Bulgaria,2023,,1096,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2005,,209,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2006,,214,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2007,,224,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2008,,262,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2009,,253,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2010,,260,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2011,,245,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2012,,253,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2013,,240,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2014,,245,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2015,,265,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2016,,294,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2017,,334,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2018,,368,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2019,,405,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2020,,338,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2021,,387,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2022,,381,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CY,Cyprus,2023,,394,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2005,,2333,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2006,,2456,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2007,,2550,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2008,,2729,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2009,,2762,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2010,,3042,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2011,,3180,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2012,,3140,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2013,,3104,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2014,,3116,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2015,,3291,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2016,,3385,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2017,,3587,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2018,,3816,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2019,,4039,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2020,,4022,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2021,,4766,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2022,,4277,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,CZ,Czechia,2023,,4395,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2005,,36538,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2006,,37772,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2007,,39054,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2008,,45989,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2009,,48169,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2010,,48830,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2011,,53213,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2012,,51395,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2013,,52798,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2014,,56570,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2015,,57765,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2016,,61848,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2017,,68755,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2018,,76426,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2019,,80446,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2020,,83507,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2021,,98243,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2022,,87093,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DE,Germany,2023,,90644,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2005,,2840,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2006,,2942,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2007,,3073,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2008,,2371,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2009,,3548,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2010,,3769,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2011,,4231,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2012,,4406,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2013,,4434,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2014,,4725,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2015,,4883,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2016,,5254,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2017,,4963,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2018,,5563,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2019,,5328,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2020,,5469,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2021,,5951,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2022,,5927,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,DK,Denmark,2023,,6120,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2005,,182,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2006,,200,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2007,,222,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2008,,307,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2009,,248,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2010,,274,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2011,,324,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2012,,367,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2013,,384,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2014,,411,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2015,,415,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2016,,440,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2017,,524,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2018,,625,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2019,,663,,,,,
dataflow,ESTAT:CEI_CIE012(1.0),Private investment and gross added value related to circular economy sectors,A,Annual,GVA,Gross value added,MIO_EUR,Million euro,EE,Estonia,2020,,613,,,,,
