STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,waste,Waste categories,wst_oper,Waste management operations,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2015,,155.32,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2016,,157.13,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2017,,156.55,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2018,,157.51,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2019,,160.62,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2020,,167.28,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2021,,170.75,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BE,Belgium,2022,,167.1,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2005,,67.92,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2006,,48.54,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2007,,42.19,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2008,,40.33,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2009,,40.82,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2010,,43.43,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2011,,42.82,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2012,,45,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2013,,48.89,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2014,,53.53,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2015,,56.2,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2016,,61.09,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2017,,66.61,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2018,,74.13,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2019,,83.8,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2021,,78.85,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,BG,Bulgaria,2022,,80.92,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2004,,199.26,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2005,,166.63,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2006,,83.98,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2007,,102.07,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2008,,111.19,,e,estimated,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2009,,98.71,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2010,,95.88,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2011,,88.8,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2012,,86.75,,e,estimated,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2013,,91.31,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2014,,85.69,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2015,,85.97,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2016,,86.23,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2017,,89.94,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2018,,86.73,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2019,,92.31,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2020,,91.68,,e,estimated,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2021,,92.32,,be,"break in time series, estimated",,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CY,Cyprus,2022,,98.55,,be,"break in time series, estimated",,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2003,,70.65,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2004,,76.1,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2005,,82.99,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2006,,87.77,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2007,,93.47,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2008,,93.18,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2009,,85.63,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2010,,88.09,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2011,,90.06,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2012,,91.56,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2013,,95.66,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2014,,96.89,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2015,,103.14,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2016,,108.82,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2017,,115.03,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2018,,122,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2019,,125.04,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2020,,124.21,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2021,,136.79,,d,definition differs (see metadata),,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,CZ,Czechia,2022,,131.68,,b,break in time series,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2000,,183.93,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2001,,182.37,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2002,,187.11,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2003,,187.39,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2004,,188.05,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2005,,187.59,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2006,,195.84,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2007,,195.86,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2008,,195.41,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2009,,183.78,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2010,,195.69,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2011,,205.37,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2012,,206.23,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2013,,212.37,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2014,,219.53,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2015,,222.23,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2016,,220.55,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2017,,226.52,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2018,,227.49,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2019,,227.55,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2020,,225.79,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2021,,236.69,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DE,Germany,2022,,226.94,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2000,,159.61,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2001,,161.35,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2002,,159.36,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2003,,177.49,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2004,,175.57,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2005,,181.39,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2006,,178.56,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2007,,179.25,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2008,,164.22,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2009,,125.65,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2010,,125.09,,e,estimated,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2011,,158.53,,be,"break in time series, estimated",,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2012,,160.05,,e,estimated,,
